image_size,timesteps,channels,gridder_s,sub_fft_s,wtiling_s,known_kernel_s,wall_s,wall_s_mean,wall_s_std,throughput_mvis_s_mean,throughput_mvis_s_std,gpu_sm_util_mean_pct,gpu_sm_util_peak_pct,gpu_mem_util_mean_pct,gpu_mem_util_peak_pct,gpu_mem_used_sum_mb_peak,gpu_sm_util_active_mean_pct,gpu_mem_util_active_mean_pct,gpu_mem_used_sum_mb_active_mean,cpu_power_sum_w_mean,other_s,n_runs
16384,128,64,0.839391,0.0298286,0.975835,1.8450546,630.61,630.61,,911.14,,0.12100801682218426,24.5,0.03998554343540544,20.5,54780.0,9.026960784313726,2.982843137254902,34287.705882352944,234.95969548286604,628.7649454,1
16384,128,128,1.5530019999999998,0.0317917,2.2743010000000004,3.8590947,1096.71,1096.71,,884.3639999999999,,0.1307634332328427,25.0,0.03617662706153573,20.25,54790.0,9.89765100671141,2.738255033557047,37154.73825503356,235.24712047133306,1092.8509053,1
16384,128,256,3.0095229999999997,0.0359656,4.185940000000001,7.231428600000001,2067.12,2067.12,,1011.7125,,0.11420433170312248,25.0,0.024103831891223733,21.75,53558.0,10.572139303482587,2.2313432835820897,38598.6368159204,235.31671605202592,2059.8885714,1
16384,256,1,0.268135,0.0283711,0.35829900000000003,0.6548051,250.96,250.96,,90.1,,0.11220263381478335,24.75,0.06090696686491079,20.75,54184.0,6.686708860759493,3.6297468354430378,28888.683544303796,233.5671355288157,250.3051949,1
16384,256,8,0.37556,0.029084800000000004,0.547944,0.9525888,370.38,370.38,,334.545,,0.11043906810035842,25.0,0.05224014336917563,20.0,53742.0,9.0625,4.286764705882353,31407.470588235294,233.56875342709634,369.4274112,1
16384,256,64,1.5728100000000003,0.032894700000000006,2.2622679999999997,3.8679727,1208.12,1208.12,,916.3199999999999,,0.11898877345844504,25.0,0.032443867292225204,20.5,54284.0,9.531879194630873,2.598993288590604,37362.41610738255,234.85139913376645,1204.2520272999998,1
16384,256,128,3.0007439999999996,0.04090190000000001,4.445564000000001,7.487209900000001,2153.65,2153.65,,939.9510526315789,,0.1254365389627313,25.0,0.025032577534532186,19.5,53890.0,10.695555555555556,2.1344444444444446,39593.71555555556,234.74102052026115,2146.1627901,1
16384,256,256,5.887941000000001,0.057872799999999995,8.430324999999998,14.3761388,4119.0,4119.0,,1005.9409375,,0.11869214474333305,25.0,0.018281535648994516,23.0,53522.0,11.554378531073446,1.7796610169491525,40508.27118644068,235.5026578559241,4104.6238612,1
32768,1,1,0.01166,0.001533,0.11932,0.132513,79.62,79.62,,1.09,,0.06790032438808612,25.0,0.007372456502506636,9.5,55868.0,3.4365671641791047,0.373134328358209,22050.716417910447,234.195899911946,79.487487,1
32768,1,8,0.012693,0.0,0.10132,0.11401299999999999,78.94,78.94,,10.26,,0.05621518616241571,25.0,0.007255936675461741,9.25,44858.0,4.079787234042553,0.526595744680851,23649.957446808512,234.44062503639012,78.825987,1
32768,1,64,0.012708,0.001472,0.096182,0.110362,82.01,82.01,,86.15,,0.057389018691588786,25.0,0.007155373831775701,9.25,52728.0,3.8529411764705883,0.4803921568627451,22142.470588235294,234.4654734551784,81.89963800000001,1
32768,1,128,0.016934,0.0012548,0.097257,0.1154458,84.27,84.27,,170.13,,0.040362679145949105,25.0,0.005118455688797894,10.75,52422.0,2.6538461538461537,0.33653846153846156,25418.423076923078,234.2036545928716,84.15455419999999,1
32768,1,256,0.028601,0.0018778,0.11435,0.14482879999999998,92.7,92.7,,290.57,,0.0546133946536361,25.0,0.006754814601897097,8.75,53234.0,4.042553191489362,0.5,22220.63829787234,233.90344298745725,92.5551712,1
32768,8,1,0.06335099999999999,0.0065231,0.143957,0.2138311,92.43,92.43,,7.2,,0.13007723112128147,25.0,0.04948512585812357,17.75,55736.0,5.983552631578948,2.276315789473684,26370.657894736843,234.45380458793542,92.21616890000001,1
32768,8,8,0.066482,0.007792199999999999,0.129226,0.20350020000000002,86.41,86.41,,63.91,,0.11058942502167003,25.0,0.04803524992776654,16.75,54314.0,6.599137931034483,2.8663793103448274,24596.241379310344,234.34885191587438,86.2064998,1
32768,8,64,0.084476,0.0087672,0.137226,0.23046919999999999,110.17,110.17,,481.59,,0.10722130697419001,25.0,0.04736408566721582,16.25,53984.0,6.508333333333334,2.875,27026.033333333333,234.44031823144107,109.9395308,1
